Variable.Name,sample_vardesc,sample_tablename,epcf,n,category,subcategory
RB_ShanWienDiv_2000_3,RB_ShanWienDiv_2000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_4,RB_ShanWienDiv_2000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_5,RB_ShanWienDiv_2000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_6,RB_ShanWienDiv_2000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_7,RB_ShanWienDiv_2000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_8,RB_ShanWienDiv_2000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_2000_9,RB_ShanWienDiv_2000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_0,RB_ShanWienDiv_4000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_1,RB_ShanWienDiv_4000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_2,RB_ShanWienDiv_4000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_3,RB_ShanWienDiv_4000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_4,RB_ShanWienDiv_4000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_5,RB_ShanWienDiv_4000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_6,RB_ShanWienDiv_4000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_7,RB_ShanWienDiv_4000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_8,RB_ShanWienDiv_4000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_4000_9,RB_ShanWienDiv_4000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_0,RB_ShanWienDiv_6000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_1,RB_ShanWienDiv_6000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_2,RB_ShanWienDiv_6000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_3,RB_ShanWienDiv_6000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_4,RB_ShanWienDiv_6000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_5,RB_ShanWienDiv_6000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_6,RB_ShanWienDiv_6000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_7,RB_ShanWienDiv_6000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_8,RB_ShanWienDiv_6000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_6000_9,RB_ShanWienDiv_6000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_0,RB_ShanWienDiv_8000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_1,RB_ShanWienDiv_8000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_2,RB_ShanWienDiv_8000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_3,RB_ShanWienDiv_8000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_4,RB_ShanWienDiv_8000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_5,RB_ShanWienDiv_8000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_6,RB_ShanWienDiv_8000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_7,RB_ShanWienDiv_8000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_8,RB_ShanWienDiv_8000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDiv_8000_9,RB_ShanWienDiv_8000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDivMean,RB_ShanWienDivMean,Oral Microbiome Alpha Diversity,p,2,microbiome,
RB_ShanWienDivSD,RB_ShanWienDivSD,Oral Microbiome Alpha Diversity,p,2,microbiome,
RIAGENDR,Gender,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,2,pollutant,brominated
RIANSMP,Number of samples included in Pool,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,2,pollutant,brominated
RIDAGGRP,Age Group,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,2,pollutant,brominated
RIDRAETN,Ethnicity,Brominated Flame Retardants (BFRs) - Pooled Samples (Surplus),e,2,pollutant,brominated
RSV_FaPhyloDiv_10000_0,RSV_FaPhyloDiv_10000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_1,RSV_FaPhyloDiv_10000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_2,RSV_FaPhyloDiv_10000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_3,RSV_FaPhyloDiv_10000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_4,RSV_FaPhyloDiv_10000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_5,RSV_FaPhyloDiv_10000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_6,RSV_FaPhyloDiv_10000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_7,RSV_FaPhyloDiv_10000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_8,RSV_FaPhyloDiv_10000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_10000_9,RSV_FaPhyloDiv_10000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_0,RSV_FaPhyloDiv_2000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_1,RSV_FaPhyloDiv_2000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_2,RSV_FaPhyloDiv_2000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_3,RSV_FaPhyloDiv_2000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_4,RSV_FaPhyloDiv_2000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_5,RSV_FaPhyloDiv_2000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_6,RSV_FaPhyloDiv_2000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_7,RSV_FaPhyloDiv_2000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_8,RSV_FaPhyloDiv_2000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_2000_9,RSV_FaPhyloDiv_2000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_0,RSV_FaPhyloDiv_4000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_1,RSV_FaPhyloDiv_4000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_2,RSV_FaPhyloDiv_4000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_3,RSV_FaPhyloDiv_4000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_4,RSV_FaPhyloDiv_4000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_5,RSV_FaPhyloDiv_4000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_6,RSV_FaPhyloDiv_4000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_7,RSV_FaPhyloDiv_4000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_8,RSV_FaPhyloDiv_4000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_4000_9,RSV_FaPhyloDiv_4000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_0,RSV_FaPhyloDiv_6000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_1,RSV_FaPhyloDiv_6000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_2,RSV_FaPhyloDiv_6000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_3,RSV_FaPhyloDiv_6000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_4,RSV_FaPhyloDiv_6000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_5,RSV_FaPhyloDiv_6000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_6,RSV_FaPhyloDiv_6000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_7,RSV_FaPhyloDiv_6000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_8,RSV_FaPhyloDiv_6000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_6000_9,RSV_FaPhyloDiv_6000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_0,RSV_FaPhyloDiv_8000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_1,RSV_FaPhyloDiv_8000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_2,RSV_FaPhyloDiv_8000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_3,RSV_FaPhyloDiv_8000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_4,RSV_FaPhyloDiv_8000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_5,RSV_FaPhyloDiv_8000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_6,RSV_FaPhyloDiv_8000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_7,RSV_FaPhyloDiv_8000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_8,RSV_FaPhyloDiv_8000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDiv_8000_9,RSV_FaPhyloDiv_8000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDivMean,RSV_FaPhyloDivMean,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_FaPhyloDivSD,RSV_FaPhyloDivSD,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_0,RSV_InverseSimpson_10000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_1,RSV_InverseSimpson_10000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_2,RSV_InverseSimpson_10000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_3,RSV_InverseSimpson_10000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_4,RSV_InverseSimpson_10000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_5,RSV_InverseSimpson_10000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_6,RSV_InverseSimpson_10000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_7,RSV_InverseSimpson_10000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_8,RSV_InverseSimpson_10000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_10000_9,RSV_InverseSimpson_10000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_0,RSV_InverseSimpson_2000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_1,RSV_InverseSimpson_2000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_2,RSV_InverseSimpson_2000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_3,RSV_InverseSimpson_2000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_4,RSV_InverseSimpson_2000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_5,RSV_InverseSimpson_2000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_6,RSV_InverseSimpson_2000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_7,RSV_InverseSimpson_2000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_8,RSV_InverseSimpson_2000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_2000_9,RSV_InverseSimpson_2000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_0,RSV_InverseSimpson_4000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_1,RSV_InverseSimpson_4000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_2,RSV_InverseSimpson_4000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_3,RSV_InverseSimpson_4000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_4,RSV_InverseSimpson_4000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_5,RSV_InverseSimpson_4000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_6,RSV_InverseSimpson_4000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_7,RSV_InverseSimpson_4000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_8,RSV_InverseSimpson_4000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_4000_9,RSV_InverseSimpson_4000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_0,RSV_InverseSimpson_6000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_1,RSV_InverseSimpson_6000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_2,RSV_InverseSimpson_6000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_3,RSV_InverseSimpson_6000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_4,RSV_InverseSimpson_6000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_5,RSV_InverseSimpson_6000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_6,RSV_InverseSimpson_6000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_7,RSV_InverseSimpson_6000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_8,RSV_InverseSimpson_6000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_6000_9,RSV_InverseSimpson_6000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_0,RSV_InverseSimpson_8000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_1,RSV_InverseSimpson_8000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_2,RSV_InverseSimpson_8000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_3,RSV_InverseSimpson_8000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_4,RSV_InverseSimpson_8000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_5,RSV_InverseSimpson_8000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_6,RSV_InverseSimpson_8000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_7,RSV_InverseSimpson_8000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_8,RSV_InverseSimpson_8000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpson_8000_9,RSV_InverseSimpson_8000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpsonMean,RSV_InverseSimpsonMean,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_InverseSimpsonSD,RSV_InverseSimpsonSD,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_0,RSV_ObservedOTUs_10000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_1,RSV_ObservedOTUs_10000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_2,RSV_ObservedOTUs_10000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_3,RSV_ObservedOTUs_10000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_4,RSV_ObservedOTUs_10000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_5,RSV_ObservedOTUs_10000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_6,RSV_ObservedOTUs_10000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_7,RSV_ObservedOTUs_10000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_8,RSV_ObservedOTUs_10000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_10000_9,RSV_ObservedOTUs_10000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_0,RSV_ObservedOTUs_2000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_1,RSV_ObservedOTUs_2000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_2,RSV_ObservedOTUs_2000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_3,RSV_ObservedOTUs_2000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_4,RSV_ObservedOTUs_2000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_5,RSV_ObservedOTUs_2000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_6,RSV_ObservedOTUs_2000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_7,RSV_ObservedOTUs_2000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_8,RSV_ObservedOTUs_2000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_2000_9,RSV_ObservedOTUs_2000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_0,RSV_ObservedOTUs_4000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_1,RSV_ObservedOTUs_4000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_2,RSV_ObservedOTUs_4000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_3,RSV_ObservedOTUs_4000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_4,RSV_ObservedOTUs_4000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_5,RSV_ObservedOTUs_4000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_6,RSV_ObservedOTUs_4000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_7,RSV_ObservedOTUs_4000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_8,RSV_ObservedOTUs_4000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_4000_9,RSV_ObservedOTUs_4000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_0,RSV_ObservedOTUs_6000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_1,RSV_ObservedOTUs_6000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_2,RSV_ObservedOTUs_6000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_3,RSV_ObservedOTUs_6000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_4,RSV_ObservedOTUs_6000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_5,RSV_ObservedOTUs_6000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_6,RSV_ObservedOTUs_6000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_7,RSV_ObservedOTUs_6000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_8,RSV_ObservedOTUs_6000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_6000_9,RSV_ObservedOTUs_6000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_0,RSV_ObservedOTUs_8000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_1,RSV_ObservedOTUs_8000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_2,RSV_ObservedOTUs_8000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_3,RSV_ObservedOTUs_8000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_4,RSV_ObservedOTUs_8000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_5,RSV_ObservedOTUs_8000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_6,RSV_ObservedOTUs_8000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_7,RSV_ObservedOTUs_8000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_8,RSV_ObservedOTUs_8000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUs_8000_9,RSV_ObservedOTUs_8000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUsMean,RSV_ObservedOTUsMean,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ObservedOTUsSD,RSV_ObservedOTUsSD,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_0,RSV_ShanWienDiv_10000_0,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_1,RSV_ShanWienDiv_10000_1,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_2,RSV_ShanWienDiv_10000_2,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_3,RSV_ShanWienDiv_10000_3,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_4,RSV_ShanWienDiv_10000_4,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_5,RSV_ShanWienDiv_10000_5,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_6,RSV_ShanWienDiv_10000_6,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_7,RSV_ShanWienDiv_10000_7,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_8,RSV_ShanWienDiv_10000_8,Oral Microbiome Alpha Diversity,p,2,microbiome,
RSV_ShanWienDiv_10000_9,RSV_ShanWienDiv_10000_9,Oral Microbiome Alpha Diversity,p,2,microbiome,
