Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
URXUP8,Urinary Perchlorate,L04PER_C,Perchlorate - Urine,11,1
WTSVOC2Y,VOC subsample 2 yr MEC Weight,L04VOC_B,Volatile Organic Compounds - Blood & Water,18,
LBDVBFLC,Blood Bromoform Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,9,
LBDVBMLC,Blood Bromodichloromethane Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,9,
LBDVCFLC,Blood Chloroform Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,9,
LBDVCMLC,Blood Dibromochloromethane Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,9,
LBDVMELC,Blood MTBE Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,9,
LBXVBF,Blood Bromoform Result (pg/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,9,1
LBXVBM,Blood Bromodichloromethane Result (pg/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,9,1
LBXVCF,Blood Chloroform Result (pg/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,9,1
LBXVCM,Blood Dibromochloromethane Result (pg/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,9,1
LBXVME,Blood Methyl t-Butyl Ether (MTBE) Result (pg/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,9,1
LBDV4CLC,Blood Tetrachloroethene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVBZLC,Blood Benzene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVCTLC,Blood Carbon Tetrachloride Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVDBLC,"Blood 1,4-Dichlorobenzene Comment Code",L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVEBLC,Blood Ethylbenzene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVOXLC,Blood o-Xylene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVTCLC,Blood Trichloroethene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBDVXYLC,Blood m-/p-Xylene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,8,
LBXV4C,Blood Tetrachloroethene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVBZ,Blood Benzene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVCT,Blood Carbon Tetrachloride Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVDB,"Blood 1,4-Dichlorobenzene Result (ng/mL)",L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVEB,Blood Ethylbenzene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVOX,Blood o-Xylene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVTC,Blood Trichloroethene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBXVXY,Blood m-/p-Xylene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,8,1
LBDVTOLC,Blood Toluene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,6,
LBXVTO,Blood Toluene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,6,1
LBDVSTLC,Blood Styrene Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,4,
LBXVST,Blood Styrene Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,4,1
LBDWBFLC,Water Bromoform Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBDWBMLC,Water Bromodichloromethane Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBDWCFLC,Water Chloroform Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBDWCMLC,Water Dibromochloromethane Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBDWMELC,Water Methyl tert. butyl ether (MTBE) Comment Code,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBXWBF,Water Bromoform Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBXWBM,Water Bromodichloromethane Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBXWCF,Water Chloroform Result,L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBXWCM,Water Dibromochloromethane Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
LBXWME,Water Methyl tert. butyl ether (MTBE) Result (ng/mL),L04VOC_B,Volatile Organic Compounds - Blood & Water,3,
WTSVOC4Y,VOC subsample 4 yr MEC Weight,L04VOC_B,Volatile Organic Compounds - Blood & Water,2,
VTQ210,I would like to ask you a few questions about your home.  Does your home ha,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",7,
LBD2DFLC,"Blood 2,5 Dimethylfuran comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDV1DLC,"Blood 1,2-Dichlorobenzene Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDV2ALC,"Blood 1,2-Dichloroethane Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDV3BLC,"Blood 1,3-Dichlorobenzene Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDVCBLC,Blood Chlorobenzene Comment,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDVMCLC,Blood Methylene Chloride Comment,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDVNBLC,Blood Nitrobenzene comment,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBDVTELC,"Blood 1,1,1-Trichloroethane Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
LBX2DF,"Blood 2,5 Dimethylfuran result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXV1D,"Blood 1,2-Dichlorobenzene Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXV2A,"Blood 1,2-Dichloroethane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXV3B,"Blood 1,3-Dichlorobenzene Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXVCB,Blood Chlorobenzene Result,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXVMC,Blood Methylene Chloride Result,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXVNB,Blood Nitrobenzene result,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
LBXVTE,"Blood 1,1,1-Trichloroethane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,1
VTQ220,Is the source of water for your home from a private well?,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",6,
VTQ230A,Do you use toilet bowl deodorizers inside your home?,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ230B,Do you use moth balls or crystals inside your home?,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ240A,"In the last three days, did you pump gas into your car or other motor vehic",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ240B,"If, yes, how long ago, in hours, did you pump gas into a car?",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ250A,"In the last three days, did you spend any time at a swimming pool, in a hot",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ250B,"If, yes, how long ago, in hours, has it been since you spent time in a swim",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ260A,"In the last three days, did you visit a dry cleaning shop or wear clothes t",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ260B,"In the last three days, did you spend 10 or more minutes near a person who ",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ270A,"In the last three days, did you take a hot shower or bath for five minutes ",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ270B,"If, yes, how long ago, in hours, has it been since your last shower or hot ",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280A,"In the last three days, did you breath fumes from paints?",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280B,"In the last three days, did you breath fumes from degreasing cleaners?",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280C,"In the last three days, did you breath fumes from diesel fuel or kerosene?",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280D,"In the last three days, did you breath fumes from paint thinner, brush clea",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280E,"In the last three days, did you breath fumes from drycleaning fluid or spot",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280F,"In the last three days, did you breath fumes from fingernail polish or fing",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
VTQ280G,"In the last three days, did you breath fumes from glues or adhesives used f",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",4,
LBDV1ALC,"Blood 1,1-Dichloroethane Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDV1ELC,"Blood 1,1-Dichloroethene Comment Code",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDV2CLC,"Blood cis-1,2-Dichloroethene Comment Code",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDV2ELC,"Blood 1,1,2-Trichloroethane Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDV2TLC,"Blood trans-1,2-Dichloroethene Comment Code",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDVDMLC,Blood Dibromomethane Comment,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDVDPLC,"Blood 1,2-Dichloropropane Comment",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBDVHELC,Blood Hexachloroethane Comment,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,
LBXV1A,"Blood 1,1-Dichloroethane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXV1E,"Blood 1,1-Dichloroethene Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXV2C,"Blood cis-1,2-Dichloroethene Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXV2E,"Blood 1,1,2-Trichloroethane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXV2T,"Blood trans-1,2-Dichloroethene Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXVDM,Blood Dibromomethane Result,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXVDP,"Blood 1,2-Dichloropropane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBXVHE,Blood Hexachloroethane Result,L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",3,1
LBDV2PLC,"Blood 1,2-Dibromo-3-chloropropane Comment Code",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",2,
LBXV2P,"Blood 1,2-Dibromo-3-chloropropane result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",2,1
VTQ280H,"In the last three days, did you breath fumes from varnish or stain?",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",2,
LBDV4TLC,"Blood 1,1,2,2-Tetrachloroethane Comment Code",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",1,
LBXV4T,"Blood 1,1,2,2-Tetrachloroethane Result",L04VOC_C,"Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items",1,1
LB2DAY,The number of days between the collections of first and second exams,L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",12,
LB2B12,"Vitamin B12, serum (pg/mL)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2B12SI,"Vitamin B12, serum (pmol/L)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2BCD,Cadmium (ug/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2BCDSI,Cadmium (nmol/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2BPB,Lead (ug/dL),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2BPBSI,Lead (umol/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2COT,Cotinine (ng/mL),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2COTLC,Cotinine comment code,L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2FER,Ferritin (ng/mL),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2FERSI,Ferritin (ug/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2FOL,"Folate, serum (ng/mL)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2FOLSI,"Folate, serum (nmol/L)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2HCY,Homocysteine(umol/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2MMA,Methylmalonic acid (umol/L),L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2RBF,"Folate, RBC (ng/mL RBC)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2RBFSI,"Folate, RBC (nmol/L RBC)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LB2THG,"Mercury, total (ug/L)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,1
LB2THGSI,"Mercury, total (umol/L)",L06_2_B,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",1,
LBDBCDSI,Cadmium (nmol/L),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,
LBDBPBSI,Lead (umol/L),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,
LBDTHGSI,"Mercury, total (umol/L)",L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,
LBXBCD,Cadmium (ug/L),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,1
LBXBPB,Lead (ug/dL),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,1
LBXTHG,"Mercury, total (ug/L)",L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,1
URXUHG,"Mercury, urine (ng/mL)",L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",10,1
LBXMMA,Methylmalonic acid (umol/L),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",3,1
LBDHCY,Homocysteine(umol/L),L06_B,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",1,1
URDUCDLC,Urinary cadmium comment code,L06HM_B,Metals - Urine,11,
URXUBA,"Barium, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUCO,"Cobalt, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUCS,"Cesium, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUMO,"Molybdenum, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUPB,"Lead, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUSB,"Antimony, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUTL,"Thallium, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUTU,"Tungsten, urine (ng/mL)",L06HM_B,Metals - Urine,11,1
URXUUR,"Uranium, urine (ng/mL)",L06HM_B,Metals - Urine,9,
URXUBE,"Beryllium, urine (ng/mL)",L06HM_B,Metals - Urine,6,1
URXUPT,"Platinum, urine (ng/mL)",L06HM_B,Metals - Urine,6,1
URDUCD,"Cadmium, urine (ng/mL)",L06HM_B,Metals - Urine,2,
WTSHM2YR,Heavy Metal Subsample 2 Year Mec Weight,L06HM_B,Metals - Urine,2,
WTSHM4YR,Heavy Metal Subsample 4 Year Mec Weight,L06HM_B,Metals - Urine,2,
URDUBALC,Urinary barium comment code.,L06HM_C,Metals - Urine,9,
URDUCOLC,Urinary cobalt comment code.,L06HM_C,Metals - Urine,9,
URDUCSLC,Urinary cesium comment code.,L06HM_C,Metals - Urine,9,
URDUMOLC,Urinary molybdenum comment code.,L06HM_C,Metals - Urine,9,
URDUPBLC,Urinary lead comment code.,L06HM_C,Metals - Urine,9,
URDUSBLC,Urinary antimony comment code.,L06HM_C,Metals - Urine,9,
URDUTLLC,Urinary thallium comment code.,L06HM_C,Metals - Urine,9,
URDUTULC,Urinary tungsten comment code.,L06HM_C,Metals - Urine,9,
URXUCD,"Cadmium, urine (ng/mL).",L06HM_C,Metals - Urine,9,1
URDUURLC,Urinary uranium comment code.,L06HM_C,Metals - Urine,8,
URDUBELC,Urinary beryllium comment code.,L06HM_C,Metals - Urine,4,
URDUPTLC,Urinary platinum comment code.,L06HM_C,Metals - Urine,4,
URXDAZ,Daidzein (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
URXDMA,o-Desmethylangolensin (O-DMA) (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
URXEQU,Equol (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
URXETD,Enterodiol (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
URXETL,Enterolactone (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
URXGNS,Genistein (ng/mL),L06PHY_C,Phytoestrogens - Urine,6,1
LBXTFR,Transferrin receptor (mg/L),L06TFR_C,Ferritin & Transferrin Receptor,6,1
LBDFER,Ferritin(ng/mL),L06TFR_C,Ferritin & Transferrin Receptor,1,1
URDUA3LC,Urinary Arsenous acid comment code,L06UAS_C,Arsenics - Total & Speciated - Urine,11,
URDUA5LC,Urinary Arsenic acid comment code,L06UAS_C,Arsenics - Total & Speciated - Urine,11,
URDUABLC,Urinary Arsenobetaine comment code,L06UAS_C,Arsenics - Total & Speciated - Urine,11,
URDUACLC,Urinary Arsenocholine comment code,L06UAS_C,Arsenics - Total & Speciated - Urine,11,
