sig_levels,estimate,evarname,pvarname,evardesc,pvardesc
Bonf.<0.05,-0.08319128346751181,URXPHE,BMXARMC,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Arm Circumference (cm)
Bonf.<0.05,-0.05401803806063174,DR2TSUGR,LBXGH,Total sugars (gm),Glycohemoglobin (%)
Bonf.<0.05,-0.15063671218462726,LBX156,BMXTRI,PCB156 (ng/g),Triceps Skinfold (mm)
Bonf.<0.05,0.15037099291245618,URXMOH,LBXSBU,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),Blood urea nitrogen (mg/dL)
Bonf.<0.05,0.0725054668701002,DR1TS160,BMXBMI,SFA 16:0 (Hexadecanoic) (gm),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.09279713402021149,URXHEM,DXDSTBMD,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Subtotal Bone Mineral Density (grams/cm^2)
Bonf.<0.05,0.1634303520817338,LBXD05,BMXTHICR,"1,2,3,4,6,7,8-Heptachlororodibenzo-p-dioxin (hpcdd) (fg/g)",Thigh Circumference (cm)
Bonf.<0.05,-0.06416937902835507,LBXCOT,LBXSC3SI,Cotinine (ng/mL),Bicarbonate (mmol/L)
Bonf.<0.05,0.10790800858766385,DR2TCALC,LBXSF1SI,Calcium (mg),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.07419913287620217,URXMAD,BMXARML,Mandelic acid(ng/mL),Upper Arm Length (cm)
Bonf.<0.05,-0.014407676999054765,LBXVTC,LBDPCT,Blood Trichloroethene Result (ng/mL),Transferrin saturation (%)
Bonf.<0.05,-0.11527089782269091,LBXPFDE,DXDTOTOT,Pefluorodecanoic acid,Total Lean+Fat (g)
Bonf.<0.05,0.09800921628934514,LBXVFN,LBDMONO,Blood Furan (ng/mL),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.09052572550420794,DR1TVB6,URXUCR,Vitamin B6 (mg),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.08685514297095853,LBXBPB,DXXTSA,Lead (ug/dL),Thoracic Spine Area (cm^2)
Bonf.<0.05,-0.040314112989560315,DR1TFOLA,LBXRDW,Total Folate (mcg),Red cell distribution width (%)
Bonf.<0.05,-0.07450935563829499,URXUAS3,BMXARMC,Urinary Arsenous acid (ug/L),Arm Circumference (cm)
Bonf.<0.05,-0.07606074695568524,DR2TPOTA,DXXAPFAT,Potassium (mg),Android percent fat
Bonf.<0.05,-0.080643372567168,LBXBGM,BMXBMI,"Mercury, methyl (ug/L)",Body Mass Index (kg/m**2)
Bonf.<0.05,-0.06390975343306235,URXMC1,LBXSC3SI,Mono-(3-carboxypropyl) phthalate (ng/mL),Bicarbonate (mmol/L)
Bonf.<0.05,-0.05656280916703786,URXCNP,LBXHCT,Mono(carboxynonyl) phthalate (ng/mL),Hematocrit (%)
Bonf.<0.05,0.05693155228617342,DR2TCOPP,LBXLYPCT,Copper (mg),Lymphocyte percent (%)
Bonf.<0.05,0.10183042080416485,LBXVIDMS,LBXSAL,25-hydroxyvitamin D2 + D3,Albumin (g/dL)
Bonf.<0.05,0.09469080411309137,DR1TFF,LBDHDD,Food folate (mcg),Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,0.08910394485882867,URXEPB,DXAFMRD0,Ethyl paraben  (ng/ml),Calculated DO for femur
Bonf.<0.05,0.10017157905881224,URXP07,BPXPLS,2-phenanthrene (ng/L),60 sec. pulse (30 sec. pulse * 2):
Bonf.<0.05,-0.17750770405560531,LBXCBC,BMXCALF,cis-b-carotene(ug/dL),Maximal Calf Circumference (cm)
Bonf.<0.05,-0.11025447061613115,LBXCBC,LBDMONO,cis-b-carotene(ug/dL),Monocyte number (1000 cells/uL)
Bonf.<0.05,0.17403912229863594,DR1TFDFE,LBXSF1SI,Folate as dietary folate equivalents (mcg),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.0801637377951584,LBXB12,DXXGYTOM,Vitamin B12 ( pg/mL),Gynoid total mass
Bonf.<0.05,-0.14733236329416705,LBXVIE,LBXHCY,Vitamin E (ug/dL),Homocysteine (umol/L)
Bonf.<0.05,-0.07797706270875887,URXAMC,DXXGYLM,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),Gynoid lean mass
Bonf.<0.05,-0.1327773494319831,LBXBEC,DXXGYLM,trans-b-carotene(ug/dL),Gynoid lean mass
Bonf.<0.05,-0.05874337637063922,DR2TTHEO,DXXTRBMC,Theobromine (mg),Trochanter bone mineral content (gm)
Bonf.<0.05,0.07715640960843037,LBXHCT,DXXHELI,"Hydroxycotinine, Serum (ng/mL)",Head Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.09036072137676024,URXETL,LBXSGTSI,Enterolactone (ng/mL),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.07819881782604021,LBXHCT,DXXPEBMC,"Hydroxycotinine, Serum (ng/mL)",Pelvis Bone Mineral Content (grams)
Bonf.<0.05,-0.036194995681901224,URXUAC,DXXOSBMD,Urinary Arsenocholine (ug/L),Total spine BMD
Bonf.<0.05,-0.04539743078071778,DR1TMAGN,LBXNEPCT,Magnesium (mg),Segmented neutrophils percent (%)
Bonf.<0.05,0.35343443726344165,LBXOXY,LBXTC,Oxychlordane (ng/g),Total cholesterol (mg/dL)
Bonf.<0.05,-0.09218778493068548,URXCYM,LBXSF1SI,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.07720532605827878,LBXVIDMS,BPXPLS,25-hydroxyvitamin D2 + D3,60 sec. pulse (30 sec. pulse * 2):
Bonf.<0.05,-0.0332933240246959,DR1TACAR,BMXWAIST,Alpha-carotene (mcg),Waist Circumference (cm)
Bonf.<0.05,0.09789363332062928,DR2TB12A,LBXSF1SI,Added vitamin B12 (mcg),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.09104854536915163,URXUMO,LBXSTB,"Molybdenum, urine (ng/mL)",Total bilirubin (mg/dL)
Bonf.<0.05,-0.18965217325948458,LBXBPB,BMXBMI,Lead (ug/dL),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.07582763028202713,URXBUP,DXXGYLM,Butyl paraben (ng/ml),Gynoid lean mass
Bonf.<0.05,-0.056360081716411735,LBXVIDMS,DXXTSA,25-hydroxyvitamin D2 + D3,Thoracic Spine Area (cm^2)
Bonf.<0.05,-0.36697946048923735,LBDHCV,DXAFMRD0,Hepatitis C antibody (confirmed),Calculated DO for femur
Bonf.<0.05,-0.050819720498447865,DR2TFF,LBXWBCSI,Food folate (mcg),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.08707992964219971,URXMC1,LBXSAL,Mono-(3-carboxypropyl) phthalate (ng/mL),Albumin (g/dL)
Bonf.<0.05,-0.07853610099037817,URXEPB,DXDHETOT,Ethyl paraben  (ng/ml),Head Total (grams)
Bonf.<0.05,0.6808802781463674,LBXHE2,DXXHEA,Herpes Simplex Virus II,Head Area (cm^2)
Bonf.<0.05,0.059127768712894636,LBXCOT,LBXSGTSI,Cotinine (ng/mL),Gamma glutamyl transferase (U/L)
Bonf.<0.05,-0.09681085435059164,URXUAS3,DXXVFATM,Urinary Arsenous acid (ug/L),Visceral adipose tissue mass
Bonf.<0.05,-0.0597444750071908,URXPTU,BMXARMC,Propylenethio urea (ug/L),Arm Circumference (cm)
Bonf.<0.05,-0.12781677012811163,LBXVE3MS,DXXVFATA,epi-25-hydroxyvitamin D3 (nmol/L),Visceral adipose tissue area
Bonf.<0.05,-0.10010244828882951,LBXBGM,DXXRLFAT,"Mercury, methyl (ug/L)",Right Leg Fat (grams)
Bonf.<0.05,0.08222130944945939,URXUCD,LBXSGB,"Cadmium, urine (ng/mL).",Globulin (g/dL)
Bonf.<0.05,-0.05707527399834496,DR2TATOC,URXUCR,Vitamin E as alpha-tocopherol (mg),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.06433274481990602,DR2TCARB,LBXMCVSI,Carbohydrate (gm),Mean cell volume (fL)
Bonf.<0.05,0.1639127574114722,LBXRST,LBXSCH,Retinyl stearate(ug/dL),Cholesterol (mg/dL)
Bonf.<0.05,-0.0727552348513925,DR2TMAGN,DXXGYFM,Magnesium (mg),Gynoid fat mass
Bonf.<0.05,0.17739128300604412,LBX2DF,LBDNENO,"Blood 2,5 Dimethylfuran result",Segmented neutrophils num (1000 cell/uL)
Bonf.<0.05,0.09803013100335257,LBX4PA,LBXSCA,4-pyridoxic acid (nmol/L),Total calcium (mg/dL)
Bonf.<0.05,-0.056886843564652526,URXPTU,BMXBMI,Propylenethio urea (ug/L),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.08290002598213157,DR1TALCO,DXXLAFAT,Alcohol (gm),Left Arm Fat (grams)
Bonf.<0.05,-0.11172880447252807,LBXBCD,DXDTOTOT,Cadmium (ug/L),Total Lean+Fat (g)
Bonf.<0.05,-0.05513386637198758,DR2TPOTA,DXXANTOM,Potassium (mg),Android total mass
Bonf.<0.05,-0.05109188180659154,LBXTHG,LBXWBCSI,"Mercury, total (ug/L)",White blood cell count (1000 cells/uL)
Bonf.<0.05,0.0813902275070445,DS2DS,BMXARMC,Any Dietary Supplements taken in the past 24 hour?,Arm Circumference (cm)
Bonf.<0.05,0.05425831534625445,DR1TLZ,LBDHDD,Lutein + zeaxanthin (mcg),Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,-0.11711019821486916,URXUPB,DXXOSBMC,"Lead, urine (ng/mL)",Total spine BMC
Bonf.<0.05,-0.09663189829113844,LBXLUZ,LBXSUA,Combined Lutein/zeaxanthin(ug/dL),Uric acid (mg/dL)
Bonf.<0.05,-0.0900731397129755,URXMHP,LBXSTP,Mono-(2-ethyl)-hexyl phthalate (ng/mL),Total protein (g/dL)
Bonf.<0.05,0.1254953850468466,URXGAM,LBXWBCSI,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.11307343424332005,LBXBGM,DXXTATA,"Mercury, methyl (ug/L)",Total abdominal fat area
Bonf.<0.05,0.15233027586304318,DRXTVB1,LBXRBF,Thiamin (Vitamin B1) (mg),"Folate, RBC (ng/mL RBC)"
Bonf.<0.05,0.04815895167171588,DR1TP204,DXXRALI,PFA 20:4 (Eicosatetraenoic) (gm),Right Arm Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.08280712908852741,DR1TNUMF,DXDTRTOT,Total number of foods reported in the individual foods file,Trunk Total (grams)
Bonf.<0.05,0.274727977468909,LBXOD9,LBDLDL,Trans 9-octadecenoic acid (umol/L),LDL-cholesterol (mg/dL)
Bonf.<0.05,0.06435483741268133,LBXBMN,LBXSTP,Blood manganese (ug/L),Total protein (g/dL)
Bonf.<0.05,0.06717947530159202,LBXHCT,BMXLEG,"Hydroxycotinine, Serum (ng/mL)",Upper Leg Length (cm)
Bonf.<0.05,-0.061063936318357194,DR2TTHEO,DXXOFBMD,Theobromine (mg),Total femur bone mineral density (gm/cm^2)
Bonf.<0.05,-0.1668914286617216,LBDVIDMS,BMXARMC,Vitamin D (nmol/L),Arm Circumference (cm)
Bonf.<0.05,-0.09856344011776161,URXUSN,DXDSTBMD,"Tin, urine (ug/L)",Subtotal Bone Mineral Density (grams/cm^2)
Bonf.<0.05,-0.10066697911380877,LBXPFUA,DXDTOPF,Perfluoroundecanoic acid,Total Percent Fat
Bonf.<0.05,0.059211733636607755,URXUHG,LBXSTB,"Mercury, urine (ng/mL)",Total bilirubin (mg/dL)
Bonf.<0.05,-0.07145825939396931,DR2TSODI,DXASPND0,Sodium (mg) (adjusted for salt use in food preparation),Calculated D0 for spine
Bonf.<0.05,-0.12065134981021292,URXUPB,DXXTSBMD,"Lead, urine (ng/mL)",Thoracic Spine Bone Mineral Density (grams/cm^2)
Bonf.<0.05,-0.05389044173491438,DR1TVB2,LBXSGB,Riboflavin (Vitamin B2) (mg),Globulin (g/dL)
Bonf.<0.05,0.08438202496582325,LBXVD3MS,LBXSIR,25-hydroxyvitamin D3(nmol/L),"Iron, refigerated (ug/dL)"
Bonf.<0.05,-0.12470324450566268,URXUMO,LBXSCR,"Molybdenum, urine (ng/mL)",Creatinine (mg/dL)
Bonf.<0.05,-0.05014132892824134,LBXTHG,LBXCRP,"Mercury, total (ug/L)",C-reactive protein (mg/dL)
Bonf.<0.05,-0.044098461333621296,DR1TFIBE,LBXRDW,Dietary fiber (gm),Red cell distribution width (%)
Bonf.<0.05,-0.2589604928615117,SMQ_current_ever_never,BMXSUB,"Smoking: current, ever, never",Subscapular Skinfold (mm)
Bonf.<0.05,-0.14846879519373107,URXATC,DXXRLBMD,2-aminothiazoline-4-carboxylic acid(ng/mL),Right Leg Bone Mineral Density (grams/cm^2)
Bonf.<0.05,0.1913948409059019,SMQ725,LBXSTB,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,Total bilirubin (mg/dL)
Bonf.<0.05,0.08556032295529073,LBXHCT,DXXTSBMC,"Hydroxycotinine, Serum (ng/mL)",Thoracic Spine Bone Mineral Content (grams)
Bonf.<0.05,0.11438613072405783,LBXVTO,LBDMONO,Blood Toluene Result (ng/mL),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.16020069917503355,LBXCBC,LBXCRP,cis-b-carotene(ug/dL),C-reactive protein (mg/dL)
Bonf.<0.05,0.06639296774722991,URXMHH,LBXGH,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),Glycohemoglobin (%)
Bonf.<0.05,0.08467446095367928,LBDB12SI,LBXSLDSI,Vitamin B12 (pmol/L),Lactate dehydrogenase LDH (U/L)
Bonf.<0.05,0.046969361949863855,LBXHCT,BPXPLS,"Hydroxycotinine, Serum (ng/mL)",60 sec. pulse (30 sec. pulse * 2):
Bonf.<0.05,0.12178904437627928,URXCEM,LBDMONO,N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.08448535858925119,LBXBPB,DXXPEBMC,Lead (ug/dL),Pelvis Bone Mineral Content (grams)
Bonf.<0.05,0.19518913850265596,LBXHBC,BMXWAIST,Hepatitis B core antibody,Waist Circumference (cm)
Bonf.<0.05,0.2967702568138223,URXUCO,LBXTIB,"Cobalt, urine (ng/mL)","TIBC, Frozen Serum (ug/dL)"
Bonf.<0.05,0.23120010541438096,LBXOTT,BMXBMI,"Trans,trans-9,12-Octadecadienoic acid (umol/L)",Body Mass Index (kg/m**2)
Bonf.<0.05,0.15044941077677665,LBXCBC,CVDVOMAX,cis-b-carotene(ug/dL),Predicted maximal oxygen uptake (ml/kg/min)
Bonf.<0.05,0.08081770096529123,DR1TCHOL,LBXIN,Cholesterol (mg),Insulin (uU/mL )
Bonf.<0.05,0.04505225623613445,DR1TP204,DXXNKBMC,PFA 20:4 (Eicosatetraenoic) (gm),Femoral neck bone mineral content (gm)
Bonf.<0.05,-0.11215557622432606,LBXVIA,LBXRDW,Retinol(ug/dL),Red cell distribution width (%)
Bonf.<0.05,-0.12542520500938745,URXATC,DXDTOBMD,2-aminothiazoline-4-carboxylic acid(ng/mL),Total Bone Mineral Density (g/cm^2)
Bonf.<0.05,-0.07827683837430606,URXMB3,DXDTOLE,N-acetyl-s-(4-hydroxy-2-butenyl)-L-cysteine (ng/mL),Total Lean excl BMC (g)
Bonf.<0.05,0.06829490205885874,LBXVIA,MSYSTOLIC,Retinol(ug/dL),Systolic Mean
Bonf.<0.05,-0.10436998716833083,DR1TMAGN,DXXVFATM,Magnesium (mg),Visceral adipose tissue mass
Bonf.<0.05,-0.1912729757892115,LBXCRY,DXXANTOM,b-cryptoxanthin(ug/dL),Android total mass
Bonf.<0.05,-0.0879431621139252,LBXVBZ,DXXSATV,Blood Benzene Result (ng/mL),Subcutaneous fat volume
Bonf.<0.05,-0.05219870046434005,DR2TNUMF,LBXHCT,Total number of foods reported in the individual foods file,Hematocrit (%)
Bonf.<0.05,0.036187414559437546,LBXCOT,DXXOFA,Cotinine (ng/mL),Total femur area (cm^2)
Bonf.<0.05,0.0854835112027298,LBXBMN,DXXTATV,Blood manganese (ug/L),Total abdominal fat volume
Bonf.<0.05,-0.0915889339485496,LBXTHG,DXXVFATA,"Mercury, total (ug/L)",Visceral adipose tissue area
Bonf.<0.05,0.199499602830064,LBXRPL,LBXFOL,Retinyl palmitate(ug/dL),"Folate, serum (ng/mL)"
Bonf.<0.05,-0.03410398572189116,DR1TTHEO,LBXSUA,Theobromine (mg),Uric acid (mg/dL)
Bonf.<0.05,-0.05538367181660334,DR1TNUMF,DXDSTLI,Total number of foods reported in the individual foods file,Subtotal Lean incl BMC (g)
Bonf.<0.05,-0.04125292709813676,LBXVDM,DXXANTOM,Blood Dibromomethane Result,Android total mass
Bonf.<0.05,-0.11017703973739211,LBXTHG,DXXTATM,"Mercury, total (ug/L)",Total abdominal fat mass
Bonf.<0.05,0.12979545542536086,URXUCD,LBXCRP,"Cadmium, urine (ng/mL).",C-reactive protein (mg/dL)
Bonf.<0.05,0.07981976641892928,DR2TNUMF,LBDHDD,Total number of foods reported in the individual foods file,Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,-0.06150465868147779,DR1TMAGN,LBXWBCSI,Magnesium (mg),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.08373885587786331,LBXBCD,DXXHEFAT,Cadmium (ug/L),Head Fat (grams)
Bonf.<0.05,-0.04232205197634286,DR2TVC,LBXWBCSI,Vitamin C (mg),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.15202488077187826,LBXBPB,DXXTATV,Lead (ug/dL),Total abdominal fat volume
Bonf.<0.05,0.08692970855959395,DR1TMOIS,DXXRAA,Moisture (gm),Right Arm Area (cm^2)
Bonf.<0.05,0.05414313745909943,LBXBGM,LBXHCT,"Mercury, methyl (ug/L)",Hematocrit (%)
Bonf.<0.05,-0.07990764015756328,URXPHE,BMXBMI,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Body Mass Index (kg/m**2)
Bonf.<0.05,0.08274543643031121,LBXBMN,BMXBMI,Blood manganese (ug/L),Body Mass Index (kg/m**2)
Bonf.<0.05,0.09967786199582035,URXMIB,LBXIN,Mono-isobutyl phthalate (ng/mL),Insulin (uU/mL )
Bonf.<0.05,-0.1825927151026492,LBXVIDMS,DXDTRPF,25-hydroxyvitamin D2 + D3,Trunk Percent Fat
Bonf.<0.05,-0.0890448016059738,URXBUP,BMXARMC,Butyl paraben (ng/ml),Arm Circumference (cm)
Bonf.<0.05,-0.1295823832353194,URXATC,BMXARML,2-aminothiazoline-4-carboxylic acid(ng/mL),Upper Arm Length (cm)
Bonf.<0.05,-0.06900251142312674,URXUCO,DXXRALI,"Cobalt, urine (ng/mL)",Right Arm Lean incl Bone Mineral Content (grams)
Bonf.<0.05,0.010026300518299771,LBXVTHF,DXDSTFAT,Blood Tetrahydrofuran (ng/mL),Subtotal Fat (g)
Bonf.<0.05,-0.025491190832143764,URXDPM,DXDSTLI,N-acetyl-S-(dimethylphenyl)-L-cysteine(ng/mL),Subtotal Lean incl BMC (g)
Bonf.<0.05,-0.15033782711444557,SMQ_current_ever_never,SPXNFEV1,"Smoking: current, ever, never","Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec"
Bonf.<0.05,-0.010161398008561093,LBXVTC,DXXRLFAT,Blood Trichloroethene Result (ng/mL),Right Leg Fat (grams)
Bonf.<0.05,0.10416578535533362,LBXHBS,DXXAGRAT,Hepatitis B Surface Antibody (Anti-HBs),Android to gynoid ratio
Bonf.<0.05,0.024472007413366165,LBXVIPB,DXXHEA,Blood Isopropylbenzene (ng/mL),Head Area (cm^2)
Bonf.<0.05,0.08602511695419655,LBXVIDMS,LBXSBU,25-hydroxyvitamin D2 + D3,Blood urea nitrogen (mg/dL)
Bonf.<0.05,-0.10075558070689979,URXCEM,LBDHDD,N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL),Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,-0.11066682185884738,URXEPB,DXDRATOT,Ethyl paraben  (ng/ml),Right Arm Total (grams)
Bonf.<0.05,0.09131633478058301,DR2TVB6,LBXSF1SI,Vitamin B6 (mg),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.08725593604603699,LBXBPB,DXXPEBMD,Lead (ug/dL),Pelvis Bone Mineral Density (grams/cm^2)
Bonf.<0.05,-0.10784383134047246,LBXVFN,BMXBMI,Blood Furan (ng/mL),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.12401288604079294,URXUPB,DXXTSBMC,"Lead, urine (ng/mL)",Thoracic Spine Bone Mineral Content (grams)
Bonf.<0.05,0.14506996140019282,LBXBSE,LBXRBCSI,Blood selenium(ug/L),Red blood cell count (million cells/uL)
Bonf.<0.05,-0.06267598745207471,DR1TVARA,DXXVFATM,Vitamin A as retinol activity equivalents (mcg),Visceral adipose tissue mass
Bonf.<0.05,0.11179912835892312,LBXHA,DXXTRLI,Hepatitis A Antibody (Anti-HAV),Trunk Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.06435955457713646,LBXBCD,DXDLAPF,Cadmium (ug/L),Left Arm Percent Fat
Bonf.<0.05,-0.1042574166237568,DR2TMAGN,LBXIN,Magnesium (mg),Insulin (uU/mL )
Bonf.<0.05,-0.09025524104295618,LBXVIA,LBXMOPCT,Retinol(ug/dL),Monocyte percent (%)
Bonf.<0.05,-0.0916651850663271,DR1TBCAR,URXUCR,Beta-carotene (mcg),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.08080361305823582,URXBUP,DXDRATOT,Butyl paraben (ng/ml),Right Arm Total (grams)
Bonf.<0.05,-0.08555675119426638,LBXBEC,LBXNEPCT,trans-b-carotene(ug/dL),Segmented neutrophils percent (%)
Bonf.<0.05,-0.08607022404679586,URXP07,SPXNFEV1,2-phenanthrene (ng/L),"Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec"
Bonf.<0.05,0.15749955118418807,DR1TFDFE,LBXRBF,Folate as dietary folate equivalents (mcg),"Folate, RBC (ng/mL RBC)"
Bonf.<0.05,0.04029423988717936,DR1TSELE,BMXWAIST,Selenium (mcg),Waist Circumference (cm)
Bonf.<0.05,0.1720915896758523,LBXHA,DXXTATM,Hepatitis A Antibody (Anti-HAV),Total abdominal fat mass
Bonf.<0.05,0.20035096634007046,LBXHDT,BMXSUB,Trans 9-Hexadecenoic acid concentrt (umol/L),Subscapular Skinfold (mm)
Bonf.<0.05,-0.07644274910022565,DR2TCOPP,DXDSTPF,Copper (mg),Subtotal Percent Fat
Bonf.<0.05,0.1085588216062633,LBXBMN,LBXSGB,Blood manganese (ug/L),Globulin (g/dL)
Bonf.<0.05,-0.06267625547780327,DR1TVARA,DXXVFATA,Vitamin A as retinol activity equivalents (mcg),Visceral adipose tissue area
Bonf.<0.05,0.012608990364995607,LBXVTHF,DXXTRLI,Blood Tetrahydrofuran (ng/mL),Trunk Lean incl Bone Mineral Content (grams)
Bonf.<0.05,0.11811372544731642,LBXHCT,DXDSTA,"Hydroxycotinine, Serum (ng/mL)",Subtotal Area (cm^2)
Bonf.<0.05,-0.08629756983708269,URXPHE,LBXSTB,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Total bilirubin (mg/dL)
Bonf.<0.05,0.06515105239099815,DR1TSFAT,BMXWAIST,Total saturated fatty acids (gm),Waist Circumference (cm)
Bonf.<0.05,-0.09062145809987494,URXECP,LBXSTP,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Total protein (g/dL)
Bonf.<0.05,0.21837758323506,URXP04,LBXWBCSI,2-fluorene (ng/L),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.04405349641409727,DR1TVK,LBDMONO,Vitamin K (mcg),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.11062576552500646,LBXTHG,DXXTRFAT,"Mercury, total (ug/L)",Trunk Fat (grams)
Bonf.<0.05,-0.07983353253041066,LBXB12,URXUCR,Vitamin B12 ( pg/mL),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.04798992847021907,URXUP8,BMXLEG,Urinary Perchlorate,Upper Leg Length (cm)
Bonf.<0.05,0.08031308770971156,LBXBSE,DXXAGRAT,Blood selenium(ug/L),Android to gynoid ratio
Bonf.<0.05,-0.08971066750817552,LBXVFN,BMXWT,Blood Furan (ng/mL),Weight (kg)
Bonf.<0.05,0.11836913678605177,LBXPFOA,LBXHCT,Perfluorooctanoic acid,Hematocrit (%)
Bonf.<0.05,-0.7852085101039238,LBXHCR,LBXSGB,Hepatitis C RNA (HCV-RNA),Globulin (g/dL)
Bonf.<0.05,0.19741433296101463,LBXVIA,LBXSTR,Retinol(ug/dL),Triglycerides (mg/dL)
Bonf.<0.05,-0.18287362803453158,LBXVIDMS,DXXRAFAT,25-hydroxyvitamin D2 + D3,Right Arm Fat (grams)
Bonf.<0.05,-0.06135933224185688,DR1TCARB,LBXSGTSI,Carbohydrate (gm),Gamma glutamyl transferase (U/L)
Bonf.<0.05,-0.021446597795190907,LBXVMC,DXXL3BMC,Blood Methylene Chloride Result,L3 Bone Mineral Composition
Bonf.<0.05,0.15420096178074033,LBXCBC,LBXSAL,cis-b-carotene(ug/dL),Albumin (g/dL)
Bonf.<0.05,0.09536594258965478,URXP06,LBXWBCSI,1-phenanthrene (ng/L),White blood cell count (1000 cells/uL)
Bonf.<0.05,0.10603491722809937,LBXVFN,DXAFMRD0,Blood Furan (ng/mL),Calculated DO for femur
Bonf.<0.05,-0.05651041149175992,URXPTU,BMXWAIST,Propylenethio urea (ug/L),Waist Circumference (cm)
Bonf.<0.05,0.09648295450884654,LBDVIDMS,LBXSIR,Vitamin D (nmol/L),"Iron, refigerated (ug/dL)"
Bonf.<0.05,0.10229613128377645,DR1TNUMF,LBXSF1SI,Total number of foods reported in the individual foods file,5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,-0.12055250904831663,DS2TIRON,LBXHGB,Iron (mg),Hemoglobin (g/dL)
Bonf.<0.05,0.06980041727798024,DR1TVB6,LBXSAL,Vitamin B6 (mg),Albumin (g/dL)
Bonf.<0.05,-0.081171416171343,DR1TNUMF,DXXRLFAT,Total number of foods reported in the individual foods file,Right Leg Fat (grams)
Bonf.<0.05,-0.010228305615229798,URXSSF,LBXSTB,Sulfosulfuron (ug/L),Total bilirubin (mg/dL)
Bonf.<0.05,-0.05725370616946083,DR2TSUGR,BMXWT,Total sugars (gm),Weight (kg)
Bonf.<0.05,-0.08169370324855181,LBXVIC,LBXSUA,Vitamin C (mg/dL),Uric acid (mg/dL)
Bonf.<0.05,-0.045601584505104674,DR1TSUGR,LBXSGL,Total sugars (gm),"Glucose, serum (mg/dL)"
Bonf.<0.05,0.08264683087760327,LBXVFN,LBDBANO,Blood Furan (ng/mL),Basophils number (1000 cells/uL)
Bonf.<0.05,0.05202878266857062,DR1TBCAR,LBXSAL,Beta-carotene (mcg),Albumin (g/dL)
Bonf.<0.05,-0.2151833297059367,LBXLUZ,DXXANFM,Combined Lutein/zeaxanthin(ug/dL),Android fat mass
Bonf.<0.05,0.049565145898708675,DR1TP204,DXXNKBMD,PFA 20:4 (Eicosatetraenoic) (gm),Femoral neck bone mineral density (gm/cm^2)
Bonf.<0.05,-0.18850449747000148,LBXCBC,DXXANLM,cis-b-carotene(ug/dL),Android lean mass
Bonf.<0.05,0.13793007676171595,DR2TFOLA,LBDFOT,Total Folate (mcg),Serum total folate (ng/mL)
Bonf.<0.05,-0.07090988684790787,LBXBPB,DXXOSBMC,Lead (ug/dL),Total spine BMC
